CHROM,BIN_START,BIN_END,GIH_PI,GWD_PI,JPT_PI,PUR_PI,TSI_PI
22,25020001,25030000,0.000483088,0.00260965,0.000347478,0.00106804,0.000497354
22,25030001,25040000,0.000202136,0.00139631,0.000104975,0.000535521,0.000229358
22,25040001,25050000,0.000690519,0.00153012,0.000489432,0.000921358,0.000715374
22,25050001,25060000,0.000584542,0.00146254,0.000399238,0.000698137,0.00057015
22,25060001,25070000,0.00258864,0.00314857,0.00220115,0.0024688,0.00217189
22,25070001,25080000,0.00185171,0.00207978,0.0017433,0.00188273,0.00191116
22,25080001,25090000,0.00179062,0.00184328,0.00189311,0.00193031,0.00195451
22,25090001,25100000,0.00147578,0.00164928,0.00144142,0.00155761,0.00152153
22,25100001,25110000,0.00153571,0.00159474,0.00149452,0.00117863,0.00105009
22,25110001,25120000,0.000970249,0.00114453,0.000823788,0.000948755,0.000797245
22,25120001,25130000,0.000722273,0.00079729,0.00051283,0.000700242,0.000634408
22,25130001,25140000,0.000967435,0.000952334,0.00083063,0.000959142,0.000926274
22,25140001,25150000,0.000989718,0.000891127,0.000869774,0.000953344,0.000884683
22,25150001,25160000,0.000892877,0.000805428,0.0007589,0.000868111,0.000864604
22,25160001,25170000,0.00267452,0.00258128,0.00244305,0.00264733,0.00256184
22,25170001,25180000,0.00194225,0.00207309,0.00167062,0.00188945,0.00188879
22,25180001,25190000,0.00214845,0.00240736,0.00232172,0.00231696,0.00226468
22,25190001,25200000,0.000976027,0.00116936,0.000839089,0.0010925,0.000905673
22,25200001,25210000,0.000910646,0.00109999,0.000794026,0.000915547,0.000876745
22,25210001,25220000,0.00199263,0.00205707,0.00198008,0.00196584,0.00204231
22,25220001,25230000,0.00170579,0.00173628,0.00157145,0.00177183,0.00175029
22,25230001,25240000,0.00184033,0.00180634,0.00179757,0.00187337,0.00183483
22,25240001,25250000,0.000955387,0.00126559,0.000929729,0.00108128,0.000794823
22,25250001,25260000,0.000726067,0.00162409,0.000509378,0.00103207,0.000560831
22,25260001,25270000,0.00109273,0.00122001,0.000768757,0.000992164,0.000700838
22,25270001,25280000,0.000509297,0.00143882,0.000487951,0.000578958,0.000341021
22,25280001,25290000,0.00120989,0.002241,0.00106637,0.0012051,0.000953074
22,25290001,25300000,0.00122999,0.00159015,0.00131185,0.00113356,0.000912501
22,25300001,25310000,0.00128074,0.00144521,0.00124902,0.00130297,0.00105618
22,25310001,25320000,0.00153779,0.00120854,0.00161196,0.00139061,0.00108948
22,25320001,25330000,0.000572441,0.000551709,0.00064548,0.000507627,0.000402238
22,25330001,25340000,0.000700232,0.00107321,0.000716736,0.000740087,0.000584529
22,25340001,25350000,0.000192276,0.000566199,0.000324972,0.000233352,0.000186403
22,25350001,25360000,0.000433062,0.00074094,0.000466616,0.000398462,0.000297359
22,25360001,25370000,0.00153979,0.00187264,0.00141364,0.00137377,0.00110044
22,25370001,25380000,0.000552408,0.000779036,0.000538903,0.00045426,0.000339314
22,25380001,25390000,0.000813351,0.00116257,0.00073423,0.000850093,0.000748818
22,25390001,25400000,0.000831684,0.000819084,0.000772427,0.00075111,0.000774099
22,25400001,25410000,0.000906133,0.000811044,0.000729956,0.000934625,0.000908332
22,25410001,25420000,0.000604063,0.000470678,0.000647705,0.000537672,0.000513409
22,25420001,25430000,0.000222354,0.000294702,0.000167823,0.00023109,0.000229319
22,25430001,25440000,2.43145e-05,8.85074e-05,3.86984e-05,4.14576e-05,3.24865e-05
22,25440001,25450000,0.000462122,0.000755851,0.000177987,0.000555347,0.000487403
22,25450001,25460000,0.00100415,0.00113519,0.000748393,0.00110145,0.000992282
22,25460001,25470000,0.00149498,0.00170009,0.00105415,0.00148213,0.00140039
22,25470001,25480000,0.0011007,0.00106999,0.000829812,0.00111464,0.00107472
22,25480001,25490000,0.00130946,0.00139323,0.00112874,0.00132708,0.00119841
22,25490001,25500000,0.00089982,0.000685766,0.000788239,0.000945819,0.000934847
22,25500001,25510000,0.000814828,0.000629896,0.000790459,0.000857516,0.000834022
22,25510001,25520000,0.000414577,0.000700083,0.000388527,0.000547747,0.000437831
22,25520001,25530000,0.000632375,0.000711634,0.000522227,0.000645378,0.000594761
22,25530001,25540000,0.000679133,0.000581538,0.000693135,0.000720387,0.000647848
22,25540001,25550000,0.0012465,0.001403,0.000888513,0.00110735,0.00102971
22,25550001,25560000,0.00090305,0.00126279,0.000615942,0.000935335,0.000769852
22,25560001,25570000,0.000806986,0.000982376,0.000691355,0.0008176,0.000763332
22,25570001,25580000,0.00131211,0.00126922,0.00150341,0.00153469,0.00148284
22,25580001,25590000,0.00100693,0.00110105,0.00115272,0.00118656,0.00123267
22,25590001,25600000,0.000541866,0.000732444,0.000672543,0.000735851,0.00072576
22,25600001,25610000,0.00196872,0.00147769,0.00149801,0.00163817,0.00160239
22,25610001,25620000,0.00201962,0.00209595,0.00148174,0.00211162,0.00209008
22,25620001,25630000,0.00176407,0.00211438,0.00131107,0.00189894,0.00177336
22,25630001,25640000,0.00103456,0.00115774,0.000996279,0.00102733,0.000852657
22,25640001,25650000,0.00207493,0.00238299,0.0019591,0.001878,0.00189684
22,25650001,25660000,0.00181861,0.00230352,0.0011524,0.00214419,0.00225177
22,25660001,25670000,0.00362257,0.00433963,0.00296366,0.00358425,0.00351795
22,25670001,25680000,0.00101936,0.00248498,0.000923063,0.00137228,0.00108054
22,25680001,25690000,0.00221983,0.00425079,0.00262513,0.0029103,0.0024082
22,25690001,25700000,0.00164153,0.00220812,0.00162811,0.00196986,0.00175888
22,25700001,25710000,0.00140888,0.00197064,0.00152671,0.00166835,0.00152696
22,25710001,25720000,0.00262708,0.00408575,0.00390831,0.00341616,0.00212196
22,25720001,25730000,0.000858849,0.00182476,0.001107,0.00116626,0.000537273
22,25730001,25740000,0.000686375,0.00137109,0.0011788,0.00104768,0.000424878
22,25740001,25750000,0.000725224,0.00126957,0.0011157,0.000991258,0.000592598
22,25750001,25760000,0.0011954,0.00146355,0.00129698,0.00133261,0.0010663
22,25760001,25770000,0.00053687,0.000788382,0.000664288,0.000690245,0.000437471
22,25770001,25780000,0.000712849,0.000810364,0.000699554,0.000805542,0.000699324
22,25780001,25790000,0.000584726,0.000858262,0.00038443,0.000711724,0.00074726
22,25790001,25800000,0.000613734,0.00135814,0.00043344,0.000920963,0.000859778
22,25800001,25810000,0.00121844,0.00211262,0.000831011,0.00182767,0.00159251
22,25810001,25820000,0.00105771,0.00214151,0.000670048,0.0012507,0.00104888
22,25820001,25830000,0.000800426,0.00149563,0.00070354,0.000814442,0.000690904
22,25830001,25840000,0.00120969,0.00116896,0.00101581,0.00125504,0.00114923
22,25840001,25850000,0.000959152,0.00115001,0.000782483,0.00104546,0.000814036
22,25850001,25860000,0.000504348,0.00114122,0.000433213,0.000726101,0.000334483
22,25860001,25870000,0.000445375,0.000784444,0.000362556,0.000536715,0.000343973
22,25870001,25880000,0.000644329,0.00123524,0.000383821,0.000803363,0.000400522
22,25880001,25890000,0.000327388,0.000604948,0.000258069,0.000372715,0.000216261
22,25890001,25900000,0.000776727,0.000825219,0.00071002,0.000736557,0.000646496
22,25900001,25910000,0.00193196,0.00190721,0.00160038,0.00180528,0.00173624
22,25910001,25920000,0.00224168,0.0025183,0.00143524,0.00241177,0.00224997
22,25920001,25930000,0.00175476,0.00189252,0.00147383,0.00167914,0.00150748
22,25930001,25940000,0.000966862,0.00139099,0.00105786,0.000988118,0.000740955
22,25940001,25950000,0.00086896,0.00128661,0.00106401,0.000928986,0.000698346
22,25950001,25960000,0.000249879,0.000801711,0.000440854,0.000369561,0.000136409
22,25960001,25970000,0.000320654,0.000775677,0.000199758,0.000287152,0.000132859
22,25970001,25980000,0.000513554,0.000430482,0.000212909,0.000242057,0.000192111
22,25980001,25990000,0.000648056,0.000735485,0.000252778,0.000358375,0.000215585
22,25990001,26000000,0.000265124,0.000325845,0.000156921,0.000196098,0.000115866
22,26000001,26010000,0.000313592,0.000455823,0.000151872,0.000196637,0.000150467
22,26010001,26020000,0.000428368,0.000582136,0.000191444,0.000290473,0.00019971
22,26020001,26030000,0.000305835,0.000492039,8.9502e-05,0.000207056,0.000149283
22,26030001,26040000,0.000172924,0.000283394,0.00011558,0.000147255,8.17647e-05
22,26040001,26050000,0.000312205,0.000472059,0.000150975,0.000180723,0.000106402
22,26050001,26060000,0.000376656,0.000526439,0.000116388,0.000229682,0.000168145
22,26060001,26070000,0.000370874,0.000510659,0.000168636,0.000202206,0.000152433
22,26070001,26080000,0.000516732,0.00040249,0.00020799,0.000244588,0.000222702
22,26080001,26090000,0.000391295,0.000736421,0.000242489,0.000315612,0.000215932
22,26090001,26100000,0.000256709,0.000581915,9.75149e-05,0.00020091,7.91804e-05
22,26100001,26110000,0.000256926,0.000348244,0.000211162,0.000250381,0.000240902
22,26110001,26120000,0.000228383,0.000433495,0.000150028,0.000236148,0.00014468
22,26120001,26130000,0.000297698,0.000395642,0.000278995,0.000319612,0.000303164
22,26130001,26140000,0.00108289,0.00137868,0.000939985,0.00115159,0.00100533
22,26140001,26150000,0.00192097,0.00187225,0.00146336,0.00162714,0.00138269
22,26150001,26160000,0.00117218,0.00137736,0.00108458,0.00120945,0.00113004
22,26160001,26170000,0.00115749,0.00154441,0.0011278,0.00130272,0.0011715
22,26170001,26180000,0.00122861,0.00141279,0.000699368,0.00135856,0.00120745
22,26180001,26190000,0.0020504,0.00194289,0.00165756,0.00152314,0.00132144
22,26190001,26200000,0.00204122,0.00229979,0.00180526,0.0018667,0.00145824
22,26200001,26210000,0.00231037,0.00229331,0.0021671,0.00163677,0.0010858
22,26210001,26220000,0.000875823,0.00106174,0.000792898,0.000901993,0.00070136
22,26220001,26230000,0.00127675,0.00169572,0.000790696,0.00148555,0.00130124
22,26230001,26240000,0.00116028,0.00118619,0.000839739,0.00132985,0.00128163
22,26240001,26250000,0.00127611,0.00124972,0.000911176,0.00131643,0.00128599
22,26250001,26260000,0.000979271,0.00112162,0.000792215,0.00100437,0.000872928
22,26260001,26270000,0.000616244,0.000905742,0.000705031,0.000610549,0.000508538
22,26270001,26280000,0.00173518,0.00173224,0.00139973,0.00167197,0.00166893
22,26280001,26290000,0.000616216,0.0010283,0.00068299,0.000722673,0.00059918
22,26290001,26300000,0.000769254,0.000974985,0.000804761,0.000811789,0.000519789
22,26300001,26310000,0.00101423,0.00100711,0.000995062,0.00102736,0.000846628
22,26310001,26320000,0.000899896,0.00122942,0.000728382,0.000969598,0.000873397
22,26320001,26330000,0.00106534,0.0010861,0.00097369,0.0011284,0.00106213
22,26330001,26340000,0.00106652,0.00124673,0.000728609,0.00116665,0.00107066
22,26340001,26350000,0.000859413,0.00104931,0.000925948,0.000810753,0.00062877
22,26350001,26360000,0.000159782,0.000574985,0.000287059,0.000260475,0.000161524
22,26360001,26370000,0.000166626,0.000364712,0.000184378,0.000227652,0.000180505
22,26370001,26380000,0.000379252,0.000735713,0.000318186,0.000524972,0.00048119
22,26380001,26390000,0.00180981,0.00197362,0.00107379,0.0019121,0.00190946
22,26390001,26400000,0.00105648,0.00161156,0.000668752,0.00129416,0.00133474
22,26400001,26410000,0.000780886,0.00106634,0.000414302,0.000813898,0.000884266
22,26410001,26420000,0.000949562,0.00115613,0.000507363,0.000965264,0.000993809
22,26420001,26430000,0.000746214,0.00120077,0.00041773,0.000825418,0.000794037
22,26430001,26440000,0.00085552,0.00192662,0.000543195,0.00126158,0.00101712
22,26440001,26450000,0.000375771,0.000811363,0.000257846,0.000383928,0.000282677
22,26450001,26460000,0.000649069,0.000759394,0.000482497,0.000641685,0.000559304
22,26460001,26470000,0.000420047,0.000437137,0.000401886,0.000300734,0.000286565
22,26470001,26480000,0.000337291,0.000655764,0.000351826,0.000415668,0.000352486
22,26480001,26490000,0.00042252,0.000988138,0.000492805,0.000581192,0.00047044
22,26490001,26500000,0.000368809,0.000789447,0.000376821,0.000425088,0.000362082
22,26500001,26510000,0.000609354,0.00155851,0.000853572,0.00101415,0.000793173
22,26510001,26520000,0.000291513,0.000962804,0.000806313,0.000660953,0.000494651
22,26520001,26530000,0.000533853,0.000543788,0.000481619,0.000374215,0.000298083
22,26530001,26540000,0.000178205,0.000291127,0.000193065,0.00026885,0.00021784
22,26540001,26550000,0.000811722,0.000661833,0.000562533,0.000481889,0.000378562
22,26550001,26560000,0.000628132,0.000723158,0.000478307,0.000725548,0.000654548
22,26560001,26570000,0.000250462,0.000319052,0.000168762,0.000261952,0.000266171
22,26570001,26580000,0.000514028,0.000343752,0.000382567,0.000382855,0.000435891
22,26580001,26590000,0.000540995,0.000412047,0.000434476,0.000450627,0.000434961
22,26590001,26600000,0.000536874,0.000421959,0.000410154,0.000423648,0.00039226
22,26600001,26610000,0.000325707,0.00048391,0.00032814,0.000304376,0.000230416
22,26610001,26620000,0.000837007,0.000708531,0.000728386,0.000700451,0.00070294
22,26620001,26630000,0.000782723,0.000955996,0.000755853,0.000983584,0.00094339
22,26630001,26640000,0.00140275,0.00131254,0.00147323,0.00143594,0.00127712
22,26640001,26650000,0.00161223,0.00158452,0.00164965,0.00163873,0.00140498
22,26650001,26660000,0.0015988,0.00154861,0.00158423,0.00164119,0.00155733
22,26660001,26670000,0.000845072,0.0011363,0.000543715,0.00124481,0.00122609
22,26670001,26680000,0.000698181,0.00144604,0.000251096,0.00139736,0.00147671
22,26680001,26690000,0.000675704,0.000947803,0.000475455,0.0011847,0.00134492
22,26690001,26700000,0.000572692,0.00129411,0.000537017,0.00102866,0.00106008
22,26700001,26710000,0.000723244,0.002053,0.000620713,0.00135452,0.00150852
22,26710001,26720000,0.000988406,0.00162774,0.00116412,0.00141685,0.00147895
22,26720001,26730000,0.00100158,0.00114255,0.00105727,0.00136362,0.00131618
22,26730001,26740000,0.00154678,0.00146925,0.00159823,0.00153124,0.0012879
22,26740001,26750000,0.000737031,0.000980126,0.000722845,0.000696275,0.000513194
22,26750001,26760000,0.00104428,0.00209735,0.000756443,0.00149855,0.00141319
22,26760001,26770000,0.000883159,0.00172708,0.000424164,0.00162158,0.00163017
22,26770001,26780000,0.000593194,0.00137312,0.000283649,0.00113082,0.0010349
22,26780001,26790000,0.00117991,0.00145112,0.00108887,0.00130567,0.00103815
22,26790001,26800000,0.00171978,0.00203994,0.00177518,0.00181364,0.00161179
22,26800001,26810000,0.0015815,0.00169565,0.0016411,0.00151007,0.0013143
22,26810001,26820000,0.000412901,0.000835202,0.000410219,0.000505258,0.000367373
22,26820001,26830000,0.000422108,0.000678557,0.000403349,0.000509694,0.000385771
22,26830001,26840000,0.00104546,0.00114289,0.0010728,0.00117325,0.00103484
22,26840001,26850000,0.000591399,0.000986596,0.000791653,0.000843135,0.00049663
22,26850001,26860000,0.000349666,0.000873589,0.000560716,0.000714195,0.000352095
22,26860001,26870000,0.000521662,0.000957817,0.000663852,0.000823969,0.000424953
22,26870001,26880000,0.000522103,0.000896425,0.000623272,0.000791156,0.000502795
22,26880001,26890000,0.000355302,0.000676629,0.000462421,0.000593794,0.000423404
22,26890001,26900000,0.00070403,0.00102162,0.000806118,0.000949322,0.000696301
22,26900001,26910000,0.000485205,0.000390254,0.000493952,0.000423114,0.000386916
22,26910001,26920000,0.000935752,0.00152567,0.00101862,0.0011617,0.000936523
22,26920001,26930000,0.00123013,0.00148937,0.0014486,0.0014161,0.00132129
22,26930001,26940000,0.000837049,0.000809491,0.000775325,0.000704445,0.000871603
22,26940001,26950000,0.00150603,0.0018099,0.00165171,0.0016517,0.00169542
22,26950001,26960000,0.00200371,0.00151728,0.00208603,0.00192039,0.00183833
22,26960001,26970000,0.0011481,0.0010603,0.00126318,0.00115305,0.00119157
22,26970001,26980000,0.00105802,0.00101622,0.00107,0.000995926,0.000987394
22,26980001,26990000,0.000878863,0.00072116,0.000744923,0.000888397,0.000865228
22,26990001,27000000,0.00078062,0.000471685,0.000803907,0.000684351,0.000704467
22,27000001,27010000,0.000918376,0.000441428,0.000878233,0.000762179,0.000735856
22,27010001,27020000,0.000478807,0.000455422,0.000434039,0.000459156,0.0005861
22,27020001,27030000,0.00135811,0.00144803,0.00161488,0.00108124,0.00133128
22,27030001,27040000,0.000918987,0.00115128,0.00103314,0.000974772,0.000942473
22,27040001,27050000,0.000906323,0.00114581,0.000849995,0.00104163,0.00102589
22,27050001,27060000,0.00101135,0.00111464,0.00104463,0.00124567,0.00122057
22,27060001,27070000,0.00129336,0.00152093,0.00117453,0.00138604,0.00141444
22,27070001,27080000,0.00116642,0.00144806,0.00107124,0.00137567,0.00138476
22,27080001,27090000,0.00113488,0.00151735,0.000782678,0.00123547,0.00143526
22,27090001,27100000,0.000942164,0.00115879,0.00090138,0.00101018,0.000847216
22,27100001,27110000,0.000694293,0.00114068,0.000636747,0.000848077,0.000641402
22,27110001,27120000,0.00124589,0.00180106,0.00113709,0.00149639,0.00142646
22,27120001,27130000,0.000909453,0.00113278,0.000762068,0.00100421,0.00107128
22,27130001,27140000,0.000542851,0.000781325,0.000478098,0.00062258,0.00055933
22,27140001,27150000,0.00127946,0.00132389,0.00116935,0.00135223,0.00126671
22,27150001,27160000,0.000536349,0.000831957,0.000634025,0.000640208,0.000628757
22,27160001,27170000,0.000819768,0.00071097,0.000477968,0.00082552,0.000819297
22,27170001,27180000,0.000926019,0.00114421,0.00062572,0.00103166,0.000951674
22,27180001,27190000,0.00140996,0.00184782,0.00132301,0.0015866,0.00152751
22,27190001,27200000,0.000921534,0.000984083,0.000777327,0.000901575,0.000906446
22,27200001,27210000,0.00146948,0.00159294,0.00147135,0.00144945,0.00129457
22,27210001,27220000,0.0010031,0.00103527,0.000978484,0.00101065,0.0009818
22,27220001,27230000,0.000779204,0.00114918,0.000632,0.000848249,0.000808973
22,27230001,27240000,0.000974658,0.00164051,0.00108802,0.00119501,0.00107273
22,27240001,27250000,0.0016802,0.00194623,0.00158657,0.0018752,0.00182491
22,27250001,27260000,0.00157088,0.00185145,0.00127441,0.00167954,0.00168165
22,27260001,27270000,0.000985494,0.00116732,0.000544728,0.000892647,0.000951161
22,27270001,27280000,0.000806943,0.00138033,0.000545717,0.000731457,0.000790286
22,27280001,27290000,0.00127958,0.001697,0.000862082,0.00108015,0.0012511
22,27290001,27300000,0.00052995,0.000945164,0.000941727,0.000835233,0.000601935
22,27300001,27310000,0.00145424,0.00161258,0.00130681,0.00141174,0.00121348
22,27310001,27320000,0.00123932,0.00102051,0.00107381,0.00126901,0.00114575
22,27320001,27330000,0.00178439,0.00151198,0.00153977,0.00184478,0.00163406
22,27330001,27340000,0.0016878,0.00218606,0.0012841,0.00218556,0.0019333
22,27340001,27350000,0.00112205,0.00221593,0.000556944,0.00164771,0.00132651
22,27350001,27360000,0.000657547,0.000812149,0.000570197,0.000864702,0.000802466
22,27360001,27370000,0.000791205,0.00114348,0.000779822,0.00115412,0.00102585
22,27370001,27380000,0.000904092,0.00113882,0.000565687,0.000997812,0.000881769
22,27380001,27390000,0.00091274,0.00122623,0.000741704,0.00141742,0.00161883
22,27390001,27400000,0.00139295,0.00164229,0.00127051,0.00149179,0.00140898
22,27400001,27410000,0.000900417,0.00109721,0.000842452,0.00101673,0.000938682
22,27410001,27420000,0.00122746,0.00122639,0.0012095,0.00127406,0.00131521
22,27420001,27430000,0.000987838,0.00141288,0.00116763,0.00124467,0.00126319
22,27430001,27440000,0.00202111,0.00147657,0.00160212,0.00193496,0.00181594
22,27440001,27450000,0.00129063,0.00153492,0.00104034,0.00149425,0.00153389
22,27450001,27460000,0.00115431,0.00103148,0.000923123,0.00116752,0.00111149
22,27460001,27470000,0.000894682,0.0013831,0.000592847,0.000995954,0.000886069
22,27470001,27480000,0.00119099,0.00139351,0.000903103,0.0012567,0.00131817
22,27480001,27490000,0.00179211,0.00213505,0.00134935,0.00182733,0.00177394
22,27490001,27500000,0.0017384,0.00259755,0.000725674,0.00184844,0.00190586
22,27500001,27510000,0.00109156,0.00160404,0.00114804,0.00123413,0.000980848
22,27510001,27520000,0.000673976,0.00114826,0.000627731,0.000743362,0.000566926
22,27520001,27530000,0.000733493,0.000996138,0.000864182,0.00073344,0.000651319
22,27530001,27540000,0.000843704,0.00141071,0.000881652,0.0010241,0.000889676
22,27540001,27550000,0.00072681,0.00188031,0.000920438,0.00130251,0.000979812
22,27550001,27560000,0.000482714,0.00142366,0.000408436,0.00108071,0.000670216
22,27560001,27570000,0.00120684,0.00143998,0.00102006,0.00127647,0.00114478
22,27570001,27580000,0.000590301,0.000794855,0.000355514,0.000805268,0.00076797
22,27580001,27590000,0.000947464,0.000966423,0.000689702,0.000891671,0.000870853
22,27590001,27600000,0.000613805,0.000552905,0.000367898,0.000602671,0.000571568
22,27600001,27610000,0.000910736,0.00103215,0.000585623,0.00088999,0.000868382
22,27610001,27620000,0.0010275,0.0018424,0.000662268,0.00123239,0.00100678
22,27620001,27630000,0.00102753,0.00112927,0.00101904,0.00107976,0.000912005
22,27630001,27640000,0.00101514,0.00120767,0.000963898,0.00108982,0.00106917
22,27640001,27650000,0.000869761,0.00095178,0.000996131,0.000926073,0.000898583
22,27650001,27660000,0.00137019,0.00148516,0.00130164,0.00146722,0.00141759
22,27660001,27670000,0.00157456,0.00186833,0.00115674,0.00157303,0.00140816
22,27670001,27680000,0.0011303,0.00157362,0.000391602,0.000902996,0.000589856
22,27680001,27690000,0.000859304,0.000882159,0.000463048,0.000658203,0.000637585
22,27690001,27700000,0.000838077,0.0009273,0.000426231,0.000779571,0.000744715
22,27700001,27710000,0.00116821,0.00146341,0.000928386,0.00118163,0.00105697
22,27710001,27720000,0.00117086,0.00155326,0.00113802,0.00129734,0.0010952
22,27720001,27730000,0.00104185,0.00151029,0.000865292,0.001146,0.00106521
22,27730001,27740000,0.00125033,0.00124852,0.00156178,0.00115413,0.00102931
22,27740001,27750000,0.00114308,0.000895941,0.00075294,0.00115438,0.00112416
22,27750001,27760000,0.00196786,0.00169388,0.0015265,0.00206676,0.00189898
22,27760001,27770000,0.00217187,0.00203289,0.00200324,0.0021713,0.00200978
22,27770001,27780000,0.00152267,0.00189133,0.000813568,0.00167769,0.0016441
22,27780001,27790000,0.00149834,0.00163402,0.00130055,0.00173024,0.00154316
22,27790001,27800000,0.00128962,0.00162765,0.00139339,0.00141451,0.00129962
22,27800001,27810000,0.00119003,0.00139873,0.0013356,0.00107297,0.0011668
22,27810001,27820000,0.00131008,0.00103403,0.00130745,0.00123232,0.00131622
22,27820001,27830000,0.00118571,0.00120607,0.00105028,0.00111583,0.00111552
22,27830001,27840000,0.00102417,0.00155323,0.000992888,0.00102174,0.000927103
22,27840001,27850000,0.000674331,0.0011421,0.000567865,0.000780161,0.000656549
22,27850001,27860000,0.000863059,0.00080236,0.000817851,0.000776236,0.000847637
22,27860001,27870000,0.00157651,0.00115984,0.00142764,0.00148096,0.00142646
22,27870001,27880000,0.000962951,0.00102539,0.000888025,0.000927629,0.000836471
22,27880001,27890000,0.00224339,0.00158137,0.00194663,0.00237929,0.00231059
22,27890001,27900000,0.00229057,0.00212443,0.00203979,0.00181289,0.00162525
22,27900001,27910000,0.00132847,0.00150787,0.00097729,0.00151427,0.00148388
22,27910001,27920000,0.00134931,0.00159585,0.00110235,0.00151774,0.00151609
22,27920001,27930000,0.00121987,0.00169506,0.000906229,0.00139631,0.0014158
22,27930001,27940000,0.000804054,0.00105941,0.000682539,0.000955523,0.000888105
22,27940001,27950000,0.000635406,0.000876676,0.00085235,0.000724461,0.000623395
22,27950001,27960000,0.000969709,0.00114274,0.000984801,0.000958366,0.000871664
22,27960001,27970000,0.00133009,0.00159008,0.00129761,0.00130703,0.00116923
22,27970001,27980000,0.000968132,0.00122483,0.00104384,0.00105636,0.000950419
22,27980001,27990000,0.0011466,0.00109053,0.00113459,0.00123892,0.00117968
22,27990001,28000000,0.000616907,0.000790128,0.000609564,0.000700836,0.000691795
22,28000001,28010000,0.000839195,0.00105346,0.000922232,0.000977792,0.000980146
22,28010001,28020000,0.00153801,0.00164197,0.00134074,0.00207122,0.00208796
22,28020001,28030000,0.00112517,0.00137257,0.00125138,0.00118042,0.00103152
22,28030001,28040000,0.0010463,0.00151423,0.00094542,0.00103994,0.000832311
22,28040001,28050000,0.00105413,0.00116427,0.00113578,0.00116817,0.00108486
22,28050001,28060000,0.000914265,0.00142515,0.00104227,0.00099574,0.000977785
22,28060001,28070000,0.0013435,0.00179299,0.00123848,0.00146503,0.00151654
22,28070001,28080000,0.00111992,0.00134335,0.000906842,0.00118648,0.00115153
22,28080001,28090000,0.000627814,0.000723017,0.000686074,0.000792205,0.000775451
22,28090001,28100000,0.00178573,0.00184254,0.00186383,0.00171518,0.00154952
22,28100001,28110000,0.00166324,0.00182973,0.00168744,0.00159205,0.00150955
22,28110001,28120000,0.000821672,0.00124164,0.0008678,0.000976519,0.000835685
22,28120001,28130000,0.000733138,0.00101456,0.000772691,0.000896516,0.000784349
22,28130001,28140000,0.000929041,0.000868971,0.000977248,0.000943148,0.000837567
22,28140001,28150000,0.000463216,0.000740437,0.000439967,0.000637598,0.000572287
22,28150001,28160000,0.000716481,0.000767245,0.000964028,0.000787384,0.000756136
22,28160001,28170000,0.000795117,0.00101464,0.000856754,0.000911413,0.000855044
22,28170001,28180000,0.000621904,0.000960767,0.00077101,0.000681517,0.000542758
22,28180001,28190000,0.000500161,0.000488429,0.000347004,0.000420295,0.000398982
22,28190001,28200000,0.000344532,0.000626871,0.000351928,0.000400497,0.000356241
22,28200001,28210000,0.000452181,0.000901329,0.000214065,0.000669491,0.000792874
22,28210001,28220000,0.000333384,0.000664751,0.000169681,0.000434253,0.000514519
22,28220001,28230000,1.27303e-05,3.6531e-05,9.61538e-07,2.19807e-05,3.11219e-05
22,28230001,28240000,5.96211e-05,8.69499e-05,4.98235e-05,9.72873e-05,0.000101457
22,28250001,28260000,0.000177277,0.000238942,0.000125985,0.000108403,0.000123224
22,28260001,28270000,0.000387194,0.000712177,0.000249159,0.000285386,0.000308973
22,28270001,28280000,0.000341099,0.000383559,0.000186966,0.000229501,0.000186806
22,28280001,28290000,0.000361066,0.000494265,0.000310763,0.000344189,0.000339989
22,28290001,28300000,0.000299526,0.000419882,0.000200548,0.000242703,0.000222803
22,28300001,28310000,0.000304442,0.000420598,0.000301593,0.000355546,0.000317112
22,28310001,28320000,0.000498968,0.000661148,0.000506336,0.0004593,0.000482344
22,28320001,28330000,0.000349178,0.000509027,0.000243255,0.000273207,0.00030211
22,28330001,28340000,0.000418281,0.000474911,0.000359824,0.000444728,0.000441459
22,28340001,28350000,0.00028977,0.00033591,0.000227573,0.00028462,0.000270677
22,28350001,28360000,0.000353886,0.000440153,0.000176579,0.000349865,0.000331609
22,28360001,28370000,0.000402302,0.000522431,0.000286083,0.000398741,0.000414396
22,28370001,28380000,0.000496524,0.000582155,0.000499382,0.000547798,0.000487513
22,28380001,28390000,0.000437566,0.000569487,0.000351514,0.000416648,0.000439244
22,28390001,28400000,0.000421544,0.000503422,0.000267967,0.000330895,0.000335711
22,28400001,28410000,0.00052322,0.000475752,0.000378986,0.000446256,0.000447194
22,28410001,28420000,0.000350206,0.000413994,0.000255003,0.000281694,0.000281036
22,28420001,28430000,0.000382018,0.000498285,0.000281884,0.000318316,0.000332109
22,28430001,28440000,0.000347246,0.00040391,0.000289321,0.000285856,0.000281493
22,28440001,28450000,0.000308222,0.000534702,0.000109179,0.000225367,0.000204923
22,28450001,28460000,0.000288288,0.000384519,0.000178976,0.000203535,0.000227327
22,28460001,28470000,0.000455851,0.000361097,0.000286552,0.00032958,0.000319762
22,28470001,28480000,0.000287724,0.000378439,0.000183979,0.000222129,0.000185578
22,28480001,28490000,0.00066035,0.000622057,0.000482548,0.000442693,0.000475942
22,28490001,28500000,0.000148402,0.000239524,7.07822e-05,0.000116504,0.000114743
