CHROM,BIN_START,BIN_END,GIH_VS_GWD_WEIGHTED_FST,GIH_VS_GWD_MEAN_FST,GIH_VS_TSI_WEIGHTED_FST,GIH_VS_TSI_MEAN_FST,GIH_VS_PUR_WEIGHTED_FST,GIH_VS_PUR_MEAN_FST,GIH_VS_JPT_WEIGHTED_FST,GIH_VS_JPT_MEAN_FST,GWD_VS_TSI_WEIGHTED_FST,GWD_VS_TSI_MEAN_FST,GWD_VS_PUR_WEIGHTED_FST,GWD_VS_PUR_MEAN_FST,GWD_VS_JPT_WEIGHTED_FST,GWD_VS_JPT_MEAN_FST,TSI_VS_JPT_WEIGHTED_FST,TSI_VS_JPT_MEAN_FST,TSI_VS_PUR_WEIGHTED_FST,TSI_VS_PUR_MEAN_FST,PUR_VS_JPT_WEIGHTED_FST,PUR_VS_JPT_MEAN_FST
22,20440001,20450000,0.0177034,0.0301936,0.0148553,0.00433298,0.0201048,0.00664065,0.00621741,0.00709342,0.0150529,0.0235218,0.0355232,0.027368,0.028196,0.0288533,0.00794467,0.00404265,-0.00359506,0.00182865,0.0114008,0.00242731
22,20450001,20460000,0.0553383,0.0247857,0.0382822,0.0282515,0.0389573,0.0292781,0.00666073,0.0054809,0.0476771,0.0222432,0.0415739,0.0204142,0.0554325,0.0254876,0.0903885,0.0657612,-0.00712834,-0.00464552,0.0883099,0.0619146
22,20460001,20470000,0.170724,0.0926745,0.00703416,0.00829033,0.0131853,0.0130712,-0.000183628,0.00147864,0.0831218,0.0476976,0.0875652,0.0515023,0.252615,0.130165,0.0198898,0.0224075,-0.00268277,0.00111409,0.0253855,0.0248336
22,20470001,20480000,0.135921,0.0539453,0.00972581,0.00947295,0.0212875,0.0119782,0.0430693,0.0207614,0.095167,0.0346579,0.0918188,0.0298658,0.172954,0.0755412,0.0815798,0.038355,0.00349139,0.00208661,0.11051,0.0431959
22,20480001,20490000,0.0462948,0.0278523,0.00334846,0.00147484,0.0312476,0.0206396,-0.000494701,0.00643623,0.0765664,0.0365327,0.0857064,0.0331702,0.101033,0.0379349,0.0106411,0.0096446,0.0115042,0.0128159,0.0314906,0.0163006
22,20490001,20500000,0.122669,0.0598943,0.00405199,0.00530731,0.00349821,0.00265248,0.0283054,0.0205749,0.14427,0.0632448,0.147598,0.0616227,0.124412,0.0504004,0.0211389,0.0145166,0.00217947,0.00314817,0.0221352,0.0151347
22,20500001,20510000,0.0328553,0.0194573,0.000185868,0.000185868,4.71309e-05,4.71309e-05,4.71309e-05,4.71309e-05,0.0464003,0.025336,0.0420779,0.0228052,0.0666399,0.0367016,0.0829215,0.0254254,0.0203801,0.00469295,0.0403727,0.0168418
22,20600001,20610000,0.000452447,0.000452447,0.049573,0.0116255,0.00615398,0.00201783,0.0386824,0.0155447,0.0726181,0.0150143,0.0283425,0.00918433,0.0206944,0.00849167,0.221584,0.0747272,0.012496,0.00616747,0.155327,0.0585393
22,20610001,20620000,0.0262292,0.00940252,0.051094,0.0191426,0.0198815,0.0100096,0.109974,0.0444136,0.0647408,0.0350864,0.0419513,0.0256919,0.151643,0.0599757,0.208823,0.0928985,0.0258304,0.0156912,0.157412,0.0556344
22,20620001,20630000,0.0391995,0.028085,0.0594143,0.0280535,0.0432884,0.0229228,0.0766279,0.0386202,0.0832401,0.0496396,0.0813282,0.042312,0.0853927,0.0371204,0.170859,0.0622669,0.0218824,0.00881415,0.126625,0.0371774
22,20630001,20640000,0.0113638,0.0175389,0.0317824,0.0161471,0.0467282,0.0185707,0.0856731,0.034733,0.0709933,0.0383189,0.11114,0.0455395,0.147325,0.0521429,0.0722584,0.0391191,0.00452973,0.00230137,0.0585468,0.0252463
22,20640001,20650000,0.0294253,0.0209681,0.011868,0.0092358,0.00811842,0.00565545,0.0357116,0.0184968,0.0353809,0.0226457,0.0346278,0.0179877,0.0995756,0.0391425,0.145211,0.0617413,0.0451271,0.0124525,0.0475785,0.0153814
22,20650001,20660000,0.0454578,0.0247228,0.0203837,0.0122656,0.00698248,0.00421997,0.0563518,0.0287092,0.0546679,0.0497757,0.0801764,0.0429465,0.122952,0.0611143,0.0091881,0.00550338,-0.00377662,-0.00176266,0.00652452,0.00371039
22,20660001,20670000,0.0571321,0.0465401,-0.00217299,-0.00153325,-0.00130921,-0.000736774,0.0205304,0.0148364,0.00996553,0.00713379,0.00740275,0.00506699,-0.000192036,-9.94834e-05,0.00448634,0.00299168,-0.00457548,-0.00334643,0.0105178,0.00679612
22,20670001,20680000,0.0213089,0.0172918,0.00501202,0.00385857,0.0113741,0.00840914,-4.66799e-05,-4.66799e-05,0.0111328,0.00499874,0.0121131,0.0066397,0.0152098,0.0053641,0.00406798,0.00229852,0.000707358,0.00211532,-0.00101395,0.00165544
22,20680001,20690000,0.0166857,0.00600138,0.00883835,0.00359015,0.00919991,0.00708803,0.00345766,0.00464418,0.00538989,0.0115663,0.00488886,0.00862493,0.00810247,0.00214119,0.0738848,0.0329955,0.0170942,0.0103477,0.0807424,0.0316142
22,20690001,20700000,0.0221356,0.016472,0.00828326,0.0064176,0.0191525,0.010447,0.0428786,0.0195537,0.0616564,0.029806,0.0512433,0.0248534,0.029624,0.0188039,0.0879447,0.0303888,0.0147033,0.00869735,0.0802345,0.0264366
22,20700001,20710000,0.0261144,0.0166904,0.00857275,0.00655752,0.0183652,0.0121067,0.0525022,0.0234316,0.0429441,0.0197748,0.0343202,0.0175642,0.0359964,0.0214585,0.150587,0.0505957,0.00361462,0.00481435,0.105425,0.0338283
22,20710001,20720000,0.0265925,0.0172156,0.0151201,0.00918782,0.0167026,0.00964594,0.134116,0.0486298,0.0484794,0.0211207,0.0406646,0.0211121,0.145273,0.0507666,0.0964642,0.0398436,0.00236291,0.00217391,0.0790159,0.0305173
22,20720001,20730000,0.0505038,0.0197942,0.0210367,0.0107862,0.020444,0.00889406,0.0991231,0.0393603,0.111482,0.0363267,0.100192,0.0338132,0.177212,0.0565058,0.0549712,0.0310811,-0.000703803,0.00215741,0.0420076,0.0205379
22,20730001,20740000,0.113527,0.0385308,0.0183922,0.0113558,0.0202962,0.0100637,0.0556413,0.0237948,0.119152,0.0437528,0.111481,0.038176,0.143364,0.0457105,0.137849,0.0799243,0.00633207,0.00712551,0.0938738,0.0503146
22,20740001,20750000,0.108567,0.0371276,0.0162578,0.0207701,0.0176529,0.0137978,0.111628,0.0734948,0.178641,0.0805318,0.238837,0.0947577,0.384833,0.14907,0.130782,0.0486528,0.00201924,0.004305,0.105043,0.0401219
22,20750001,20760000,0.182195,0.0804572,0.0304782,0.0212601,0.0254074,0.0163742,0.0855192,0.0345997,0.1571,0.0717877,0.144262,0.0655779,0.21619,0.091638,0.171065,0.0739333,0.000108697,0.000651473,0.156714,0.0617173
22,20760001,20770000,0.149047,0.0696249,0.0440003,0.0252572,0.0344314,0.0175722,0.0635976,0.0319073,0.0298859,0.0276695,0.0334833,0.0292765,0.22368,0.0827438,0.184661,0.0660577,0.000335498,0.000711587,0.161703,0.048014
22,20770001,20780000,0.0927157,0.0540667,0.0335341,0.0180304,0.0210863,0.0119802,0.0881293,0.035024,0.0500243,0.0313377,0.0384659,0.0269526,0.200539,0.065684,0.106728,0.054143,0.00371762,0.00341679,0.12593,0.0574084
22,20780001,20790000,0.066402,0.0384315,0.0239529,0.0118345,0.0211121,0.0129805,0.0677346,0.0315293,0.0941507,0.0373725,0.0813142,0.0309613,0.165947,0.0547627,0.226189,0.0736006,0.0082071,0.00527821,0.280145,0.068563
22,20790001,20800000,0.111332,0.0366298,0.0419288,0.0134859,0.0575711,0.0181614,0.118918,0.0322218,0.0947158,0.0342224,0.0702105,0.0230455,0.266503,0.056995,0.0471356,0.0307325,0.00484519,0.00540286,0.0619213,0.0317954
22,20800001,20810000,0.0862299,0.0311718,0.0237325,0.012742,0.0134749,0.0103907,0.0497304,0.0229828,0.064192,0.0389961,0.0790027,0.0411086,0.0485859,0.0310166,0.167574,0.0668653,0.00409213,0.00420543,0.189672,0.0597813
22,20810001,20820000,0.0896158,0.0393569,0.0405598,0.0180841,0.0373085,0.0168118,0.0859855,0.0350989,0.0824409,0.033147,0.0698568,0.0276214,0.133014,0.0445402,0.159125,0.0783985,0.00553352,0.00479841,0.201342,0.0729738
22,20820001,20830000,0.0686339,0.0305792,0.036024,0.0191884,0.0397938,0.0199248,0.0910548,0.0399921,0.0689292,0.0317976,0.0596009,0.0239119,0.179319,0.0529646,0.141526,0.0398586,0.00886478,0.0038296,0.188166,0.0425843
22,20830001,20840000,0.0687135,0.0305268,0.0334074,0.00951108,0.0407834,0.0120071,0.0780055,0.0209535,0.0813718,0.0247735,0.0573232,0.0188623,0.173818,0.0436252,0.129294,0.0575675,0.00234118,0.00358607,0.159419,0.0605051
22,20840001,20850000,0.0567178,0.0230441,0.0290333,0.0185846,0.036761,0.0224297,0.0666607,0.0333278,0.0925172,0.0372036,0.0794737,0.0291112,0.204121,0.0690282,0.122802,0.0480867,0.00391574,0.00482198,0.126676,0.0352569
22,20850001,20860000,0.0946264,0.0444995,0.0318971,0.0156051,0.0283653,0.0135323,0.0542872,0.0198916,0.177606,0.0609029,0.150826,0.044697,0.177724,0.0572351,0.0798407,0.0300579,-0.000842295,0.0014265,0.0817622,0.0222619
22,20860001,20870000,0.146657,0.0493117,0.034406,0.0183369,0.0241449,0.0110757,0.0388376,0.0137063,0.130253,0.0352899,0.125321,0.0305935,0.101068,0.0282195,0.0793477,0.0313483,0.00198154,0.00427865,0.0912029,0.0288428
22,20870001,20880000,0.127516,0.0314699,0.0278716,0.0133285,0.0249973,0.0127752,0.0525812,0.0174749,0.0969349,0.0447706,0.0752494,0.0339471,0.142312,0.056837,0.109688,0.0495129,0.00159411,0.00386068,0.122943,0.0445394
22,20880001,20890000,0.104652,0.0443392,0.0260609,0.0134771,0.0281764,0.0153206,0.0483801,0.0254455,0.0579006,0.0334547,0.0448926,0.0251209,0.129905,0.0574297,0.106694,0.0393882,0.000688047,0.00326779,0.116856,0.0373958
22,20890001,20900000,0.0595479,0.037183,0.0403746,0.0195217,0.0391211,0.0188682,0.0361102,0.0181262,0.054477,0.0293572,0.0485134,0.0262631,0.0981566,0.0386538,0.0816385,0.0372241,0.00144537,0.00338791,0.0899901,0.0355666
22,20900001,20910000,0.0537066,0.0305334,0.029443,0.0175239,0.0272575,0.0160966,0.0390828,0.0205901,0.0754002,0.0337711,0.0678432,0.0297206,0.121244,0.0446639,0.100196,0.0419539,0.000182391,0.00239716,0.12019,0.0443567
22,20910001,20920000,0.0727958,0.0331898,0.0282725,0.0165773,0.0318529,0.0182818,0.0432438,0.020201,0.0406031,0.0267737,0.0292582,0.0199869,0.143498,0.0441875,0.160475,0.055254,0.00340048,0.00423663,0.197003,0.0572133
22,20920001,20930000,0.0628917,0.0310184,0.0362592,0.0164865,0.0495609,0.0209149,0.0725738,0.0318564,0.0701671,0.0333601,0.0553551,0.0235024,0.26085,0.0763116,0.0656915,0.0302965,0.00571801,0.00567982,0.0948297,0.0440454
22,20930001,20940000,0.127513,0.0519514,0.0256538,0.0119623,0.0362163,0.0199442,0.0323327,0.0160427,0.0880069,0.0378432,0.0677125,0.0267473,0.142976,0.0567939,0.0935348,0.0397439,0.00312264,0.00480513,0.0653421,0.0268047
22,20940001,20950000,0.0809686,0.0394475,0.0387705,0.0197429,0.0287834,0.0118312,0.0605785,0.0279432,0.159034,0.0548832,0.134437,0.0506331,0.149103,0.0555738,0.128556,0.0617714,0.00624162,0.00534596,0.0785451,0.0331548
22,20950001,20960000,0.144346,0.0543244,0.0745297,0.0363652,0.0340697,0.0141502,0.0507248,0.0275484,0.0932764,0.0399613,0.0581822,0.0274682,0.08229,0.0369118,0.130291,0.0531652,0.0047227,0.00291108,0.0762602,0.0290207
22,20960001,20970000,0.0411141,0.0246634,0.127746,0.0538569,0.0803324,0.0275728,0.0249154,0.0247421,0.0884965,0.0352583,0.0594869,0.026563,0.0724141,0.0361891,0.0561429,0.0304061,0.0045692,0.00363741,0.0266475,0.013982
22,20970001,20980000,0.0481493,0.0285629,0.0976363,0.0416362,0.0616293,0.0203639,0.0172969,0.0122181,0.096835,0.0423882,0.0756617,0.0333727,0.0618309,0.0331855,0.0146997,0.0135763,0.000807772,0.00322294,0.00841225,0.00862163
22,20980001,20990000,0.0685536,0.0316878,0.022851,0.0161617,0.0127716,0.00988127,0.0183027,0.0154873,0.117782,0.0413615,0.104694,0.0366364,0.094136,0.0343473,0.0355201,0.0197096,0.00255119,0.00209937,0.018391,0.0103049
22,20990001,21000000,0.109393,0.0362868,0.0671604,0.0296183,0.0709442,0.0267282,0.141572,0.0524839,0.0962503,0.0401024,0.0848189,0.0350695,0.12767,0.0484973,0.0323717,0.0158314,0.00281236,0.00246752,0.0171208,0.00870722
22,21000001,21010000,0.105594,0.0359173,0.046682,0.0175766,0.0568607,0.0152659,0.127791,0.0369926,0.0861238,0.0448284,0.078765,0.0384956,0.111804,0.0488163,0.0245237,0.0139968,0.00119865,0.00267579,0.0164229,0.010832
22,21010001,21020000,0.109622,0.0443746,0.0687201,0.0219671,0.0858626,0.022129,0.131313,0.0348208,0.0925824,0.0372833,0.0691025,0.0275131,0.113795,0.0390938,0.0199582,0.0185653,0.00152797,0.00260337,0.00669002,0.0114207
22,21020001,21030000,0.13926,0.0432562,0.0944458,0.0251829,0.123622,0.0292296,0.163279,0.0483224,0.0433755,0.0182578,0.0293873,0.0132603,0.0402814,0.0202692,0.0203174,0.0148832,0.000306984,0.00325195,0.0128803,0.00997102
22,21030001,21040000,0.165941,0.0359025,0.0704904,0.0232791,0.0715527,0.0195376,0.104272,0.0233924,0.0824622,0.0384767,0.0696302,0.0305435,0.105637,0.039474,0.0161833,0.0117187,-0.00143767,0.00184873,0.0124986,0.00979267
22,21040001,21050000,0.134854,0.0451697,0.0908816,0.033537,0.0943753,0.0326606,0.143069,0.0478736,0.0429816,0.023348,0.0335418,0.0183421,0.054265,0.0259358,0.00967472,0.00884575,-0.00290669,0.000929677,0.0049879,0.00654097
22,21050001,21060000,0.1527,0.0506144,0.0968975,0.0349385,0.0987389,0.0290218,0.125622,0.037628,0.0298714,0.0205989,0.0230112,0.0156024,0.0210013,0.0180649,0.00341433,0.00849363,-0.00309506,0.00254946,0.00234155,0.00459111
22,21060001,21070000,0.132385,0.0411932,0.104555,0.0309796,0.0953188,0.0234829,0.13693,0.0363894,0.0401917,0.021988,0.0288222,0.0151745,0.0486777,0.0210869,0.00811507,0.0119164,-0.00168417,0.00220126,0.00479209,0.00645674
22,21070001,21080000,0.0566984,0.0245014,0.0804479,0.0217071,0.0805765,0.0159611,0.121642,0.0335105,0.0625006,0.018395,0.0504372,0.0132967,0.0749476,0.0220248,0.00669963,0.00866864,-0.00292017,0.000585431,0.00107011,0.00336369
22,21080001,21090000,0.104344,0.0212027,0.0979712,0.0428958,0.108413,0.0420908,0.14666,0.0609287,0.0206407,0.0168459,0.0138914,0.0127523,0.0211938,0.015972,0.0189843,0.0144483,-0.00196361,0.000606291,0.00970456,0.00658433
22,21090001,21100000,0.138926,0.0555293,0.0831578,0.0290799,0.0956613,0.0226823,0.1362,0.0378831,0.035923,0.0200595,0.026742,0.0137016,0.048439,0.0199321,0.0164269,0.0123419,-0.000712886,0.000843723,0.00441166,0.00591837
22,21100001,21110000,0.144503,0.0344121,0.0833767,0.0345973,0.107438,0.0366503,0.148544,0.0499008,0.0272388,0.0219728,0.0151867,0.014315,0.0165006,0.0164917,0.0197198,0.0240896,0.000837077,0.0030193,0.00413419,0.00746264
22,21110001,21120000,0.14246,0.0510385,0.0684513,0.0274218,0.0942467,0.0215179,0.134902,0.0494274,0.0294649,0.0213049,0.0114067,0.0116691,0.0106691,0.0147878,0.00646568,0.0098011,-0.00194226,0.000571731,-0.000104608,0.00403964
22,21120001,21130000,0.141666,0.033773,0.0777956,0.0267096,0.0978885,0.0263132,0.118681,0.0382556,0.0212921,0.0131151,0.0119698,0.00818747,0.020131,0.013281,0.0181446,0.012917,0.00120733,0.00240664,0.00380308,0.00542429
22,21130001,21140000,0.127501,0.0336858,0.0717104,0.0207299,0.0895243,0.0158262,0.128049,0.0233339,0.0619746,0.0263835,0.0415289,0.0168266,0.0588849,0.0179096,0.0147796,0.0142777,-0.000745433,0.000659096,0.00338089,0.00622909
22,21140001,21150000,0.141869,0.0307403,0.0865031,0.0289424,0.109158,0.0242075,0.136069,0.0374919,0.0257826,0.0193791,0.0116905,0.0113491,0.0109317,0.0139981,0.0126684,0.0151844,-0.000576266,0.00120035,0.000772121,0.0042217
22,21150001,21160000,0.139579,0.0378395,0.0813716,0.0355793,0.103372,0.0334549,0.128392,0.0465233,0.029006,0.0183236,0.0154378,0.0110006,0.015144,0.00983979,0.00587197,0.0119042,-0.00148143,0.00273447,-0.000897748,0.00455784
22,21160001,21170000,0.16526,0.0409839,0.098738,0.0342505,0.1135,0.0260744,0.12595,0.037459,0.0180252,0.0136668,0.0084455,0.00833005,0.00916812,0.0115049,0.0106052,0.00951949,-0.00072837,0.00258426,0.000797009,0.00346033
22,21170001,21180000,0.144408,0.0327972,0.0871005,0.0234677,0.102919,0.0251103,0.120032,0.0337278,0.0185864,0.0139429,0.0157145,0.0124319,0.0227651,0.0156633,0.0190089,0.0127258,-0.00150578,0.00117414,0.00905684,0.00695872
22,21180001,21190000,0.131537,0.0339901,0.0913859,0.0367745,0.105632,0.0291669,0.119452,0.0332834,0.0296271,0.0196144,0.0173375,0.0123353,0.024865,0.0136176,0.00421279,0.00748712,-0.002571,0.00155684,0.000219295,0.00492114
22,21190001,21200000,0.139684,0.0370737,0.0974731,0.0348201,0.110192,0.0323831,0.12827,0.0428485,0.0376246,0.0219532,0.0277071,0.0157056,0.0414486,0.0205865,0.00532273,0.00849501,-0.00189607,0.00179063,-0.00024051,0.00424705
22,21200001,21210000,0.130459,0.043366,0.102695,0.0361827,0.12344,0.0337104,0.148144,0.052095,0.0558159,0.0239036,0.040229,0.016826,0.0500469,0.0225303,0.0125103,0.0133978,-0.00107218,0.00254955,0.00328488,0.00738364
22,21210001,21220000,0.203422,0.0550815,0.0979134,0.0335219,0.109471,0.0296117,0.118377,0.0442761,0.0289134,0.0148485,0.0183401,0.0101868,0.0241681,0.0153791,0.0180989,0.014504,0.000803296,0.00342279,0.00570369,0.00714489
22,21220001,21230000,0.1311,0.0333905,0.0636402,0.0134092,0.0856274,0.0130578,0.114806,0.0234285,0.0474571,0.0193215,0.0335625,0.0128725,0.0481982,0.0175708,0.0154029,0.012077,0.00336713,0.00295859,0.000325576,0.00459845
22,21230001,21240000,0.104962,0.0225304,0.0657828,0.0260318,0.106975,0.0321371,0.134221,0.0446932,0.0435641,0.0237763,0.0298284,0.0163924,0.0408051,0.0206143,0.0178015,0.0131086,0.00461841,0.00398748,0.0002716,0.00505449
22,21240001,21250000,0.137469,0.0438355,0.0715409,0.023765,0.12006,0.0306264,0.149126,0.049684,0.0262275,0.0165422,0.00960887,0.00964412,0.0140499,0.0154469,0.0343846,0.018736,0.00152761,0.0016907,0.0147279,0.00833093
22,21250001,21260000,0.145727,0.0425938,0.0634001,0.0234192,0.0933242,0.0239234,0.131377,0.0350368,0.0421436,0.0216643,0.035086,0.0168029,0.0637474,0.0218385,0.0673969,0.0375584,-0.00178756,0.00262349,0.060997,0.0266814
22,21260001,21270000,0.105233,0.0270111,0.163269,0.0737987,0.166232,0.0578656,0.0632963,0.0269639,0.0321906,0.0174349,0.0254336,0.0138742,0.130542,0.0394561,0.0605823,0.0256414,-0.00265253,0.000761067,0.0654769,0.0200321
22,21270001,21280000,0.255817,0.0643165,0.157368,0.048499,0.170302,0.039268,0.0477435,0.0237633,0.065107,0.0290731,0.0479048,0.020971,0.171947,0.051717,0.0515669,0.0219512,-0.00290627,0.00083709,0.0599788,0.021085
22,21280001,21290000,0.292979,0.0790217,0.157326,0.0634201,0.169235,0.0559764,0.0445778,0.0220862,0.0339045,0.0177079,0.0245329,0.0126342,0.143236,0.0426446,0.0807183,0.0412101,-0.00268298,0.00174652,0.0740659,0.0284966
22,21290001,21300000,0.263401,0.0734286,0.162218,0.072909,0.161866,0.0512911,0.0463672,0.023473,0.0714617,0.0347357,0.058032,0.0245851,0.182603,0.0567887,0.0437497,0.0244214,-0.00110383,0.00327862,0.0389536,0.0170089
22,21300001,21310000,0.29205,0.0815413,0.0958515,0.0363116,0.0967913,0.0300244,0.0337274,0.0193662,0.12991,0.0416639,0.102818,0.0333127,0.172797,0.0504675,0.126571,0.0454768,0.00940314,0.0102805,0.0888436,0.0309428
22,21310001,21320000,0.23239,0.0576614,0.0420381,0.0202781,0.0230963,0.0133519,0.100485,0.0347769,0.151398,0.0548317,0.0995397,0.0394283,0.139262,0.050264,0.0762975,0.0330014,0.00510082,0.00425643,0.050026,0.0258164
22,21320001,21330000,0.103855,0.0405935,0.0587414,0.0216203,0.0405778,0.0146115,0.108076,0.0419385,0.169599,0.0611285,0.129168,0.0511437,0.209274,0.0738566,0.0586671,0.0423164,0.0132082,0.0165985,0.0449264,0.0201407
22,21330001,21340000,0.132074,0.0516472,0.0530152,0.0139904,0.0801898,0.0277604,0.0546335,0.0323042,0.0565966,0.028541,0.0500375,0.0273307,0.0691434,0.0385052,0.0524933,0.0257762,0.00943498,0.00867025,0.0541764,0.0208046
22,21340001,21350000,0.0999868,0.0291049,0.0300219,0.0113143,0.0582032,0.0231982,0.0264311,0.0197415,0.0746362,0.0261235,0.0710566,0.0233744,0.0470988,0.0246127,0.0753994,0.0440929,0.00346383,0.00782081,0.0574961,0.0296089
22,21350001,21360000,0.0650362,0.0258581,0.0272574,0.013264,0.0363522,0.0231948,0.0403487,0.0315553,0.120503,0.0477608,0.106703,0.0439052,0.038813,0.0289566,0.125286,0.058424,0.00526084,0.00479036,0.093043,0.0393812
22,21360001,21370000,0.0774385,0.035389,0.0570452,0.0249821,0.0469126,0.0210279,0.0554629,0.0291512,0.133735,0.04804,0.117805,0.0418289,0.0745401,0.0343847,0.162303,0.0724462,0.00524187,0.00404335,0.110283,0.0470217
22,21370001,21380000,0.0945614,0.0363013,0.0871033,0.0318629,0.0537645,0.0220381,0.104149,0.0501525,0.105498,0.0358189,0.0665733,0.02829,0.0839507,0.032282,0.166717,0.0829934,0.00474395,0.00308687,0.125385,0.0627279
22,21380001,21390000,0.02143,0.0152347,0.0571073,0.0264961,0.0303338,0.016739,0.131408,0.0586196,0.0339085,0.0191991,0.0266347,0.0174119,0.143762,0.0551501,0.290427,0.0907536,0.00667769,0.00446679,0.24408,0.0614767
22,21390001,21400000,0.0295645,0.0139477,0.0570213,0.0262194,0.0514477,0.0228771,0.210359,0.0712002,0.104214,0.0292179,0.07848,0.023804,0.118165,0.042773,0.22333,0.0740778,0.0143709,0.0071751,0.157015,0.0365273
22,21400001,21410000,0.0705012,0.031141,0.0580893,0.0176826,0.0587655,0.0161007,0.154581,0.0585391,0.0905485,0.0291954,0.098161,0.0291149,0.208039,0.0626484,0.231149,0.0817317,0.0424063,0.0132728,0.113917,0.0415867
22,21410001,21420000,0.0814562,0.0281554,0.0102264,0.00726382,0.03318,0.0166143,0.179152,0.0789222,0.117155,0.0413832,0.12341,0.0438372,0.279403,0.0960208,0.179958,0.0829211,0.0485249,0.0163335,0.0730331,0.0377398
22,21420001,21430000,0.148489,0.0586418,0.00931561,0.00797677,0.0347158,0.0146387,0.135747,0.0707028,0.150919,0.0518598,0.145653,0.0526322,0.198881,0.0852325,0.076013,0.060124,0.0047084,0.00468599,0.0590931,0.0459303
22,21430001,21440000,0.12368,0.0507755,0.0669413,0.0341447,0.0427759,0.0239746,0.0708982,0.0520241,0.226492,0.0904137,0.175156,0.0705809,0.218345,0.0986611,0.124623,0.048752,0.00871223,0.00478267,0.0825237,0.0326163
22,21440001,21450000,0.128705,0.0664655,0.127831,0.0513725,0.0834323,0.0310414,0.0565069,0.0264602,0.19506,0.054806,0.160549,0.0452446,0.254713,0.0822148,0.267171,0.122642,0.0150154,0.00932619,0.173476,0.073222
22,21450001,21460000,0.157923,0.0575016,0.0800669,0.0508755,0.056943,0.0322726,0.164286,0.0664223,0.111343,0.0451338,0.0552501,0.0235316,0.116847,0.0445243,0.215899,0.121854,0.0122357,0.0100452,0.159288,0.074313
22,21460001,21470000,0.088694,0.0417527,0.0324953,0.0268788,0.021053,0.0125447,0.143087,0.0766446,0.0378869,0.0221221,0.0487822,0.0271241,0.251759,0.118853,0.122166,0.0494922,0.00342541,0.00111756,0.09599,0.0387882
22,21470001,21480000,0.0691995,0.0389302,0.0270509,0.0115419,0.0344497,0.0146907,0.0783604,0.032685,0.0518202,0.0340747,0.0413619,0.0263956,0.10703,0.0546436,0.0312949,0.0176031,0.00530074,0.00267313,0.00870297,0.00414685
22,21480001,21490000,0.0571123,0.0368908,0.010817,0.00499173,0.00641292,0.00290736,0.0261116,0.014992,0.0496717,0.0196183,0.022448,0.0109881,0.00311717,0.00648226,0.626702,0.121339,0.0545744,0.0225201,0.512519,0.0868216
22,21490001,21500000,0.0461741,0.0190915,0.151166,0.0417755,0.0283268,0.00597815,0.376451,0.0601414,0.0716,0.0308132,0.106906,0.031848,0.665229,0.0796177,0.0101711,0.00735609,0.00336809,0.00275344,0.0138162,0.00947506
22,21500001,21510000,0.202254,0.0418451,0.0157078,0.00581906,0.0165204,0.00613422,0.0194335,0.00784258,0.0981624,0.0405673,0.0713183,0.030733,0.104085,0.0456585,0.0149629,0.00677254,0.00198259,0.00183079,0.00574557,0.00535583
22,21510001,21520000,0.0930912,0.0426319,-0.000272513,-1.78256e-06,0.0014221,-0.000313461,0.0171199,0.00857242,0.0318092,0.0231475,0.0298676,0.0199308,0.0520077,0.0259455,0.325922,0.0822436,0.00500153,0.00251945,0.260633,0.0567486
22,21520001,21530000,0.0259804,0.0190164,0.0146615,0.00869156,0.0200354,0.00717664,0.295164,0.0951734,0.045633,0.0248181,0.0547558,0.0249716,0.375183,0.082647,0.214266,0.110217,0.00549759,0.00463537,0.17421,0.0795212
22,21530001,21540000,0.0700282,0.0371487,0.0559973,0.0453901,0.0452185,0.0347644,0.169793,0.134969,0.155683,0.111582,0.130409,0.0939302,0.309962,0.187142,0.23284,0.132241,0.0124121,0.0152743,0.219238,0.0900836
22,21540001,21550000,0.147863,0.123743,0.0564139,0.0418689,0.066349,0.0475437,0.119367,0.0737575,0.0839286,0.0376188,0.0708189,0.0282406,0.265767,0.0835681,0.170854,0.0889741,0.0147977,0.00579647,0.206609,0.107812
22,21550001,21560000,0.132848,0.0575358,0.0304296,0.0196494,0.029295,0.0204009,0.130408,0.0675444,0.0543763,0.0290576,0.0256595,0.0189112,0.254448,0.138595,0.179732,0.0737289,-0.000616853,0.00368514,0.192642,0.0702929
22,21560001,21570000,0.0893192,0.0560468,0.0386557,0.0209114,0.0451164,0.024373,0.0829923,0.0333898,0.047546,0.0227558,0.0433035,0.0207766,0.167009,0.0555652,0.0292667,0.0209913,0.00432669,0.00360582,0.0329697,0.0153403
22,21570001,21580000,0.06328,0.033578,0.00520491,0.00504035,0.0153791,0.00676003,0.0275302,0.0124054,0.12519,0.0353996,0.0871256,0.0232802,0.202569,0.038983,0.0914331,0.035152,-0.00122488,0.00333066,0.0689928,0.0276723
22,21580001,21590000,0.155005,0.03222,0.0413721,0.0110844,0.0350172,0.0117499,0.04511,0.0163792,0.111995,0.0410239,0.0954888,0.0347745,0.0674585,0.0285181,0.0546785,0.0130662,-0.00215831,0.00121834,0.0582411,0.0134614
22,21590001,21600000,0.0669946,0.020783,0.00586221,0.00281873,0.00397017,0.00235048,0.0970454,0.0178245,0.154118,0.0323992,0.14354,0.0305744,0.305679,0.0506165,0.0971216,0.0311424,0.00229085,0.00319764,0.113914,0.0229475
